Order Date,Region,State,Category,Sub-Category,Product Name,Sales,Profit,Quantity,Discount,Customer Segment,Ship Mode
03/20/2022,East,Pennsylvania,Office Supplies,Binders,Wilson Jones Binder,1520.02,458.71,13,0.3,Home Office,First Class
10/22/2024,Central,Wisconsin,Technology,Machines,Canon imageCLASS Printer,3484.76,1125.49,9,0.5,Home Office,Same Day
12/27/2024,East,Vermont,Furniture,Chairs,Bush Mid-Back Chair,329.21,52.55,2,0.7,Corporate,Second Class
07/31/2022,West,Montana,Office Supplies,Paper,HP Premium Paper,1779.7,267.0,8,0,Corporate,Second Class
11/13/2024,West,Nevada,Office Supplies,Paper,Xerox Copy Paper,86.06,21.57,4,0,Home Office,Same Day
08/15/2023,South,Florida,Office Supplies,Labels,Avery Shipping Labels,256.93,42.11,13,0.8,Home Office,First Class
07/25/2024,South,Tennessee,Office Supplies,Fasteners,Officemate Paper Clips,493.57,-52.34,6,0.1,Corporate,Same Day
06/02/2023,Central,Missouri,Office Supplies,Fasteners,Staples Standard Staples,113.44,-16.31,4,0.15,Corporate,First Class
06/20/2024,East,Rhode Island,Technology,Phones,Motorola Phone Stand,331.05,-14.89,5,0.5,Corporate,Second Class
09/11/2022,Central,Minnesota,Technology,Copiers,Ricoh Office Copier,2037.98,534.09,14,0.4,Consumer,Standard Class
04/20/2024,South,Virginia,Furniture,Chairs,Bush Mid-Back Chair,305.66,-53.94,2,0.15,Corporate,Standard Class
11/19/2021,Central,Kansas,Technology,Machines,HP LaserJet Printer,2675.17,-160.4,7,0,Corporate,Second Class
09/09/2024,East,New Hampshire,Technology,Copiers,Xerox WorkCentre Copier,2296.53,750.12,13,0.4,Home Office,Standard Class
12/24/2023,East,Rhode Island,Technology,Phones,OtterBox Phone Cover,12388.44,-2040.96,14,0.2,Consumer,Standard Class
10/14/2022,Central,Kansas,Office Supplies,Art,Crayola Colored Pencils,248.3,82.36,3,0.1,Corporate,Second Class
10/25/2024,South,Kentucky,Office Supplies,Labels,Avery Shipping Labels,414.21,-75.61,11,0.7,Consumer,Second Class
04/01/2022,East,Rhode Island,Office Supplies,Envelopes,Poly Mailer Bundle,548.81,52.9,8,0.4,Corporate,First Class
08/17/2021,South,South Carolina,Furniture,Furnishings,Eldon Desk Lamp,2941.1,-652.97,5,0,Home Office,First Class
01/23/2023,West,Idaho,Technology,Phones,Apple iPhone Case,1147.32,390.61,6,0.7,Consumer,Standard Class
05/15/2021,West,Idaho,Technology,Machines,HP LaserJet Printer,2020.76,298.14,5,0,Consumer,Standard Class
03/20/2024,South,Florida,Technology,Accessories,Kensington Keyboard,11160.12,-1332.85,12,0,Corporate,Standard Class
02/10/2022,South,North Carolina,Furniture,Chairs,Global Deluxe Task Chair,908.21,159.4,7,0.6,Home Office,Same Day
05/20/2022,West,California,Technology,Machines,Epson Scanner,5228.34,1724.39,6,0,Corporate,Second Class
04/10/2022,West,Oregon,Furniture,Chairs,Novimex Swivel Chair,899.0,56.93,12,0.6,Home Office,Second Class
12/27/2022,East,Connecticut,Office Supplies,Supplies,X-Acto Cutting Mat,232.82,1.42,4,0,Home Office,First Class
02/03/2024,East,New Hampshire,Office Supplies,Art,Newell Highlighters,1030.72,-17.05,8,0,Corporate,Standard Class
01/29/2021,West,Nevada,Office Supplies,Storage,Fellowes Storage Box,325.45,-61.88,8,0,Home Office,Second Class
12/30/2023,West,Washington,Office Supplies,Fasteners,Officemate Paper Clips,2323.82,86.18,14,0.15,Corporate,Same Day
11/15/2024,Central,Ohio,Furniture,Chairs,HON Executive Leather Chair,2574.03,776.81,3,0,Home Office,Standard Class
02/22/2024,East,Connecticut,Office Supplies,Binders,Wilson Jones Binder,313.25,56.51,11,0.8,Home Office,Second Class
01/10/2022,West,Colorado,Office Supplies,Storage,Rubbermaid File Bin,1390.14,-66.0,14,0.6,Corporate,Standard Class
05/17/2021,South,South Carolina,Technology,Copiers,Xerox WorkCentre Copier,689.83,-149.52,14,0.7,Corporate,Same Day
10/02/2024,Central,Illinois,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase,4179.38,1336.84,6,0.1,Consumer,First Class
03/01/2023,West,California,Technology,Phones,Samsung Galaxy Charger,1687.32,93.19,3,0.3,Corporate,Same Day
05/10/2021,West,Idaho,Technology,Accessories,Belkin Surge Protector,424.7,15.16,6,0.8,Corporate,First Class
01/25/2023,Central,Nebraska,Furniture,Chairs,Global Deluxe Task Chair,1232.1,-110.15,2,0.3,Consumer,First Class
03/26/2024,Central,Missouri,Office Supplies,Storage,Fellowes Storage Box,1250.94,-153.98,12,0.3,Corporate,Same Day
01/02/2021,South,Tennessee,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase,467.75,-69.58,13,0,Consumer,Standard Class
11/03/2021,East,New Hampshire,Furniture,Chairs,Global Deluxe Task Chair,4239.52,394.04,5,0,Home Office,Same Day
03/16/2021,South,Louisiana,Technology,Copiers,Ricoh Office Copier,2926.21,-601.29,10,0.5,Corporate,Same Day
06/16/2023,South,South Carolina,Furniture,Chairs,HON Executive Leather Chair,4727.46,-1101.54,11,0.3,Corporate,Same Day
02/20/2022,South,Tennessee,Furniture,Chairs,Bush Mid-Back Chair,80.55,17.07,2,0.6,Corporate,First Class
04/23/2022,West,California,Technology,Accessories,Kensington Keyboard,166.89,-29.6,2,0,Consumer,First Class
08/03/2022,East,Maine,Office Supplies,Fasteners,Officemate Paper Clips,345.33,104.63,10,0.7,Corporate,Standard Class
03/22/2023,East,New York,Furniture,Furnishings,Fellowes Monitor Stand,2122.39,440.42,5,0.15,Corporate,Same Day
07/02/2021,Central,Nebraska,Office Supplies,Supplies,Swingline Stapler,615.15,-25.51,7,0.1,Home Office,Standard Class
05/16/2022,Central,Minnesota,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase,3048.71,98.03,6,0.2,Consumer,Same Day
06/23/2023,Central,Nebraska,Office Supplies,Binders,Cardinal Ring Binder,441.84,39.44,2,0,Corporate,Second Class
11/23/2024,South,South Carolina,Office Supplies,Paper,Xerox Copy Paper,282.13,-69.19,6,0.6,Corporate,First Class
04/27/2023,East,New Jersey,Technology,Machines,Epson Scanner,5237.92,-571.65,11,0.1,Consumer,First Class
12/16/2022,Central,Kansas,Technology,Accessories,Belkin Surge Protector,2797.3,-283.06,5,0.3,Corporate,First Class
09/18/2022,Central,Michigan,Office Supplies,Labels,Avery Round Labels,1000.89,307.07,10,0,Home Office,Second Class
04/09/2022,West,Arizona,Office Supplies,Supplies,Swingline Stapler,1865.87,-171.14,10,0.15,Home Office,Second Class
09/20/2021,West,Nevada,Furniture,Tables,Lesro Reception Table,879.57,273.64,10,0.8,Home Office,First Class
03/15/2024,East,Massachusetts,Furniture,Bookcases,Sauder Heritage Bookcase,590.88,-86.27,8,0,Corporate,Standard Class
08/11/2022,South,Tennessee,Office Supplies,Envelopes,Poly Mailer Bundle,432.35,-11.96,11,0.8,Corporate,Second Class
09/11/2022,West,California,Furniture,Bookcases,Sauder Heritage Bookcase,801.79,-54.01,5,0.6,Consumer,Second Class
08/07/2021,West,California,Furniture,Chairs,Bush Mid-Back Chair,598.67,160.6,3,0,Corporate,Same Day
11/09/2022,Central,Kansas,Technology,Copiers,Xerox WorkCentre Copier,6118.12,1552.47,10,0.2,Consumer,Same Day
02/06/2024,East,Massachusetts,Furniture,Tables,Chromcraft Round Table,1117.12,-59.93,5,0.1,Corporate,Second Class
02/24/2022,East,Pennsylvania,Furniture,Tables,Bretford Conference Table,938.17,-5.22,5,0,Home Office,Second Class
08/23/2022,East,Massachusetts,Furniture,Tables,Lesro Reception Table,963.36,138.35,3,0.15,Consumer,First Class
01/12/2024,West,Idaho,Technology,Copiers,Ricoh Office Copier,955.13,214.79,14,0,Home Office,First Class
09/01/2024,West,Arizona,Office Supplies,Storage,Iris Stackable Bin,99.8,4.23,2,0.7,Corporate,Standard Class
03/02/2022,South,Virginia,Furniture,Bookcases,Bush Wood Bookcase,800.04,-90.38,14,0.2,Corporate,Standard Class
03/12/2023,West,Oregon,Technology,Accessories,Belkin Surge Protector,3328.16,-159.54,6,0,Consumer,Second Class
01/20/2021,West,Oregon,Technology,Machines,HP LaserJet Printer,561.89,-5.19,3,0,Consumer,Second Class
02/09/2022,West,California,Furniture,Bookcases,Hon Metal Bookcase,1512.81,-316.73,5,0.3,Home Office,Standard Class
05/25/2023,South,Louisiana,Office Supplies,Storage,Rubbermaid File Bin,275.76,-11.46,3,0.4,Corporate,Second Class
04/25/2021,East,New Jersey,Office Supplies,Envelopes,Poly Mailer Bundle,455.48,86.92,2,0,Home Office,First Class
07/09/2022,South,North Carolina,Furniture,Bookcases,Hon Metal Bookcase,732.8,54.31,12,0,Corporate,Standard Class
09/17/2024,East,Pennsylvania,Office Supplies,Binders,GBC Binding Cover,969.58,270.17,13,0,Consumer,Same Day
09/03/2023,South,Virginia,Technology,Copiers,Canon Copier,2766.89,-158.63,11,0.7,Corporate,Same Day
01/07/2023,East,New Jersey,Office Supplies,Storage,Rubbermaid File Bin,321.16,87.82,11,0.5,Corporate,Second Class
11/15/2021,South,North Carolina,Office Supplies,Art,Sharpie Marker Set,28.67,9.27,6,0.6,Home Office,First Class
11/05/2023,South,Alabama,Technology,Accessories,SanDisk USB Drive,485.99,-49.36,12,0.8,Consumer,Second Class
09/24/2021,South,Mississippi,Furniture,Chairs,Global Deluxe Task Chair,1763.61,-314.74,2,0,Corporate,Standard Class
10/03/2024,West,Colorado,Technology,Copiers,Canon Copier,1236.5,331.1,2,0.4,Corporate,First Class
08/01/2021,East,Massachusetts,Technology,Machines,Brother Fax Machine,3008.73,501.46,10,0.6,Consumer,First Class
10/19/2021,East,New Hampshire,Furniture,Chairs,HON Executive Leather Chair,3800.3,-380.55,8,0.3,Home Office,Same Day
11/03/2021,West,Oregon,Furniture,Tables,Chromcraft Round Table,1051.8,-25.11,3,0,Corporate,First Class
02/19/2022,South,South Carolina,Furniture,Bookcases,Hon Metal Bookcase,1214.64,335.64,5,0.15,Consumer,First Class
07/09/2022,South,Kentucky,Technology,Accessories,Logitech Wireless Mouse,7769.55,-1894.26,8,0,Corporate,Same Day
10/28/2024,Central,Illinois,Technology,Accessories,Kensington Keyboard,1589.44,272.1,8,0.4,Consumer,Same Day
04/23/2022,South,South Carolina,Furniture,Tables,Lesro Reception Table,2090.34,102.02,5,0,Corporate,Second Class
05/07/2023,West,Colorado,Technology,Machines,Canon imageCLASS Printer,614.14,-122.69,2,0.3,Home Office,Second Class
04/28/2024,East,Maine,Technology,Machines,HP LaserJet Printer,567.31,172.71,5,0,Corporate,Second Class
09/23/2024,East,New Jersey,Technology,Accessories,SanDisk USB Drive,2402.89,27.72,12,0.6,Corporate,Second Class
03/29/2021,South,North Carolina,Technology,Accessories,Kensington Keyboard,582.7,86.21,7,0.3,Home Office,Standard Class
04/02/2022,Central,Illinois,Furniture,Chairs,Global Deluxe Task Chair,3789.77,-855.47,11,0.5,Corporate,Second Class
11/07/2021,West,Washington,Technology,Phones,Samsung Galaxy Charger,1890.14,-50.53,2,0,Corporate,Standard Class
01/03/2024,Central,Kansas,Furniture,Furnishings,Fellowes Monitor Stand,1580.32,-387.08,8,0.3,Home Office,Standard Class
09/26/2022,Central,Wisconsin,Technology,Phones,OtterBox Phone Cover,5047.45,778.48,5,0,Consumer,Same Day
05/16/2022,West,Montana,Office Supplies,Supplies,Tape Dispenser,1468.92,316.64,14,0.2,Corporate,Same Day
05/05/2024,Central,Missouri,Technology,Accessories,Logitech Wireless Mouse,253.8,-18.35,7,0.8,Consumer,Standard Class
01/31/2022,West,Utah,Furniture,Chairs,Global Deluxe Task Chair,866.89,-183.45,3,0,Corporate,Second Class
09/22/2023,Central,Kansas,Furniture,Bookcases,Bush Wood Bookcase,2519.23,428.3,9,0.6,Consumer,Standard Class
04/19/2024,South,Mississippi,Office Supplies,Binders,Cardinal Ring Binder,976.95,-81.47,10,0.6,Home Office,Standard Class
01/31/2024,West,Montana,Technology,Machines,Canon imageCLASS Printer,286.63,2.64,1,0,Corporate,Standard Class
02/07/2022,West,California,Furniture,Bookcases,Bush Wood Bookcase,5934.39,-795.0,12,0,Corporate,Second Class
01/03/2022,East,New York,Office Supplies,Storage,Sterilite Storage Tote,998.11,288.94,5,0.1,Home Office,Standard Class
06/15/2024,Central,Kansas,Technology,Machines,Epson Scanner,846.61,178.11,3,0.7,Consumer,Standard Class
07/26/2023,South,Alabama,Technology,Copiers,Xerox WorkCentre Copier,10212.64,2703.05,13,0.3,Consumer,Second Class
06/20/2021,South,South Carolina,Furniture,Furnishings,Fellowes Monitor Stand,4167.36,1166.71,9,0.2,Home Office,Same Day
06/08/2023,West,Utah,Office Supplies,Art,Sharpie Marker Set,1846.35,-341.21,9,0.15,Consumer,Second Class
05/31/2024,West,Montana,Furniture,Chairs,HON Executive Leather Chair,1836.79,476.63,3,0,Home Office,Second Class
10/29/2022,Central,Ohio,Office Supplies,Art,Bic Pen Pack,564.87,-134.51,12,0.8,Corporate,Same Day
07/12/2024,South,Georgia,Technology,Phones,OtterBox Phone Cover,9560.26,-1431.85,12,0.2,Home Office,Standard Class
05/27/2024,Central,Michigan,Furniture,Chairs,Novimex Swivel Chair,687.49,206.89,8,0.3,Home Office,Standard Class
12/18/2022,Central,Nebraska,Office Supplies,Paper,Boise Multi-Use Paper,304.87,47.36,11,0.4,Home Office,Second Class
12/16/2021,South,Alabama,Office Supplies,Fasteners,Acco Binder Clips,1156.3,-223.72,10,0.2,Corporate,Same Day
10/30/2022,West,Arizona,Technology,Machines,Brother Fax Machine,558.74,6.2,4,0.6,Home Office,Standard Class
07/04/2022,South,Virginia,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase,960.91,115.7,11,0.4,Corporate,First Class
02/14/2021,East,New Hampshire,Technology,Copiers,Ricoh Office Copier,6095.68,653.29,9,0,Corporate,Same Day
07/19/2022,Central,Kansas,Office Supplies,Labels,Kroy Label Tape,50.0,5.75,2,0.5,Home Office,First Class
07/28/2023,East,Vermont,Office Supplies,Paper,Boise Multi-Use Paper,235.32,-2.54,9,0.7,Home Office,Standard Class
08/17/2022,South,Virginia,Technology,Phones,Motorola Phone Stand,5742.19,-861.33,6,0,Home Office,Same Day
12/02/2021,East,Maine,Furniture,Bookcases,Sauder Heritage Bookcase,6060.87,-1373.09,7,0,Corporate,First Class
12/31/2023,East,New York,Technology,Machines,Brother Fax Machine,5349.36,-1002.34,14,0.15,Consumer,Standard Class
09/27/2024,West,California,Office Supplies,Supplies,Swingline Stapler,970.65,117.75,14,0.5,Home Office,Same Day
04/30/2022,Central,Illinois,Technology,Accessories,Belkin Surge Protector,1112.78,20.3,1,0,Corporate,Standard Class
03/11/2023,East,New York,Furniture,Bookcases,Bush Wood Bookcase,1462.12,153.97,13,0.7,Home Office,First Class
07/18/2021,West,California,Office Supplies,Fasteners,Officemate Paper Clips,1470.93,-198.65,9,0.15,Corporate,First Class
02/09/2021,South,Louisiana,Technology,Phones,OtterBox Phone Cover,7161.65,-1094.32,11,0,Home Office,Standard Class
02/02/2023,East,Pennsylvania,Technology,Machines,Epson Scanner,1028.38,-89.64,12,0,Corporate,First Class
09/19/2023,Central,Ohio,Technology,Phones,OtterBox Phone Cover,646.87,2.05,5,0.7,Corporate,First Class
09/16/2021,West,Arizona,Furniture,Furnishings,Tenex Chair Mat,1313.51,153.38,2,0.2,Corporate,Same Day
01/06/2022,West,Colorado,Office Supplies,Binders,GBC Binding Cover,3.17,-0.34,2,0.6,Home Office,First Class
09/11/2023,South,Florida,Office Supplies,Supplies,Swingline Stapler,810.47,130.36,7,0.15,Corporate,First Class
04/20/2022,West,Utah,Office Supplies,Binders,Avery Durable Binder,644.03,27.99,9,0.1,Consumer,Second Class
07/28/2021,Central,Minnesota,Technology,Accessories,Kensington Keyboard,599.89,173.78,3,0.8,Consumer,Standard Class
05/20/2021,West,Utah,Furniture,Chairs,Global Deluxe Task Chair,1644.55,357.33,12,0.4,Consumer,Same Day
06/18/2024,South,North Carolina,Office Supplies,Labels,Avery File Labels,244.81,37.96,6,0.5,Home Office,First Class
10/27/2024,West,Oregon,Technology,Accessories,Kensington Keyboard,2169.81,576.15,14,0.2,Consumer,Same Day
06/13/2024,East,Rhode Island,Office Supplies,Supplies,Swingline Stapler,22.21,-1.08,2,0.4,Consumer,Standard Class
07/07/2023,Central,Wisconsin,Technology,Phones,Motorola Phone Stand,2346.11,-262.31,8,0.15,Corporate,Second Class
08/18/2021,Central,Ohio,Office Supplies,Supplies,Swingline Stapler,264.87,26.05,14,0.4,Home Office,Same Day
11/14/2022,West,Arizona,Office Supplies,Paper,Xerox Copy Paper,308.68,-71.56,4,0.4,Consumer,Standard Class
05/06/2022,West,Utah,Furniture,Bookcases,Hon Metal Bookcase,2010.23,222.18,14,0.7,Consumer,Same Day
12/24/2022,East,Rhode Island,Office Supplies,Binders,Avery Durable Binder,1573.26,55.27,13,0,Consumer,First Class
01/07/2022,South,North Carolina,Office Supplies,Art,Crayola Colored Pencils,208.19,-1.01,2,0.4,Home Office,Second Class
11/15/2023,Central,Michigan,Office Supplies,Storage,Fellowes Storage Box,903.48,145.76,10,0,Consumer,First Class
06/26/2023,Central,Missouri,Office Supplies,Art,Bic Pen Pack,1961.5,206.93,12,0.3,Corporate,Standard Class
04/18/2024,Central,Michigan,Furniture,Furnishings,Tenex Chair Mat,984.47,-23.98,10,0.6,Corporate,First Class
08/18/2021,Central,Texas,Technology,Phones,Apple iPhone Case,363.41,-16.65,1,0.5,Consumer,Standard Class
01/12/2024,West,Colorado,Furniture,Bookcases,Sauder Heritage Bookcase,4227.6,-320.01,10,0.3,Corporate,Second Class
04/08/2024,Central,Missouri,Office Supplies,Labels,Kroy Label Tape,159.6,47.32,6,0.4,Corporate,Same Day
04/28/2024,Central,Nebraska,Office Supplies,Binders,Avery Durable Binder,37.58,0.55,1,0,Home Office,Same Day
06/17/2021,East,New Jersey,Office Supplies,Paper,Universal Legal Pad,1853.64,371.41,8,0,Home Office,First Class
05/22/2023,Central,Minnesota,Furniture,Tables,Bush Somerset Table,3842.43,-58.67,8,0,Home Office,Standard Class
03/06/2022,East,New Jersey,Technology,Machines,Canon imageCLASS Printer,1934.15,20.6,9,0.5,Home Office,Standard Class
07/18/2022,East,Massachusetts,Technology,Copiers,Canon Copier,103.89,25.21,6,0.6,Home Office,Second Class
10/09/2022,East,New Hampshire,Office Supplies,Storage,Sterilite Storage Tote,323.46,98.58,3,0.5,Home Office,Second Class
08/10/2023,West,Colorado,Furniture,Tables,Bretford Conference Table,8358.55,1265.16,12,0,Consumer,Second Class
03/24/2024,South,Florida,Technology,Phones,Apple iPhone Case,197.42,-19.91,4,0.6,Home Office,Second Class
09/06/2021,South,Virginia,Furniture,Tables,Chromcraft Round Table,316.32,29.85,4,0.8,Home Office,First Class
08/04/2022,East,Rhode Island,Technology,Phones,Apple iPhone Case,6352.82,-447.23,6,0,Home Office,Same Day
02/26/2022,West,Utah,Furniture,Tables,Lesro Reception Table,701.08,9.76,7,0.3,Consumer,First Class
05/11/2022,South,Mississippi,Furniture,Chairs,Bush Mid-Back Chair,380.18,-93.42,13,0.6,Corporate,First Class
09/25/2024,South,Georgia,Office Supplies,Labels,Kroy Label Tape,653.46,174.12,4,0,Corporate,Second Class
08/25/2021,South,Mississippi,Furniture,Tables,Chromcraft Round Table,385.5,-5.5,2,0.3,Home Office,Standard Class
01/08/2022,West,Montana,Furniture,Furnishings,Fellowes Monitor Stand,6181.03,474.84,8,0,Corporate,Same Day
12/29/2021,South,Florida,Office Supplies,Paper,Boise Multi-Use Paper,861.05,-83.58,9,0,Consumer,Same Day
07/23/2024,East,New York,Furniture,Furnishings,Advantus Wall Clock,1571.72,378.6,4,0.2,Corporate,Same Day
01/22/2022,Central,Texas,Office Supplies,Art,Newell Highlighters,756.92,-127.75,11,0.5,Consumer,Standard Class
05/15/2023,Central,Ohio,Office Supplies,Fasteners,Bostitch Push Pins,327.52,-30.14,3,0.5,Corporate,First Class
03/09/2022,South,Georgia,Technology,Machines,Brother Fax Machine,204.7,46.75,1,0.6,Corporate,Same Day
12/21/2021,South,Virginia,Technology,Phones,Samsung Galaxy Charger,4154.99,-345.15,9,0.5,Home Office,Same Day
11/05/2022,Central,Minnesota,Office Supplies,Art,Sharpie Marker Set,402.13,-67.77,9,0.8,Corporate,Standard Class
02/07/2024,South,Virginia,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase,6427.58,1314.67,9,0,Corporate,Standard Class
02/25/2022,West,Arizona,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase,2214.03,439.37,9,0.4,Home Office,Second Class
07/10/2023,West,Nevada,Office Supplies,Labels,Kroy Label Tape,21.58,3.89,1,0.15,Home Office,Standard Class
01/17/2022,East,Maine,Furniture,Furnishings,Eldon Desk Lamp,3315.51,-135.24,9,0,Consumer,Standard Class
